sector,fiscal_year,month,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions 
swanton,2017,january,19,0,0
swanton,2017,february,43,0,9
swanton,2017,march,43,0,8
swanton,2017,april,25,0,0
swanton,2017,may,41,0,3
swanton,2017,june,51,0,2
swanton,2017,july,63,6,5
swanton,2017,august,73,0,10
swanton,2017,september,34,2,0
swanton,2017,yearly total,449,10,37
tucson,2017,october,5924,580,356
tucson,2017,november,5912,528,360
tucson,2017,december,4303,453,472
tucson,2017,january,3357,327,183
tucson,2017,february,2589,196,61
tucson,2017,march,2148,149,31
tucson,2017,april,1487,119,17
tucson,2017,may,2199,171,28
tucson,2017,june,2632,237,92
tucson,2017,july,2177,234,155
tucson,2017,august,2913,317,152
tucson,2017,september,3016,348,135
tucson,2017,yearly total,38657,3659,2042
yuma,2017,october,2117,456,1148
yuma,2017,november,2034,507,1133
yuma,2017,december,1859,447,935
yuma,2017,january,1156,268,479
yuma,2017,february,534,59,129
yuma,2017,march,336,29,38
yuma,2017,april,245,35,57
yuma,2017,may,534,91,136
yuma,2017,june,548,121,213
yuma,2017,july,894,216,467
yuma,2017,august,1318,305,694
yuma,2017,september,1272,333,645
yuma,2017,yearly total,12847,2867,6074
big bend,2016,october,735,185,240
big bend,2016,november,637,132,123
big bend,2016,december,690,143,166
big bend,2016,january,388,53,53
big bend,2016,february,458,46,41
big bend,2016,march,616,72,44
big bend,2016,april,739,90,29
big bend,2016,may,491,64,76
big bend,2016,june,292,42,43
big bend,2016,july,344,41,47
big bend,2016,august,326,27,97
big bend,2016,september,650,56,92
big bend,2016,yearly total,6366,951,1051
blaine,2016,october,27,0,0
blaine,2016,november,28,0,0
blaine,2016,december,13,0,0
blaine,2016,january,13,0,0
blaine,2016,february,21,0,0
blaine,2016,march,33,0,3
blaine,2016,april,19,0,3
blaine,2016,may,20,0,2
blaine,2016,june,17,0,4
blaine,2016,july,28,0,8
blaine,2016,august,30,1,5
blaine,2016,september,22,2,4
blaine,2016,yearly total,271,3,29
buffalo,2016,october,15,0,3
buffalo,2016,november,4,0,0
buffalo,2016,december,7,0,0
buffalo,2016,january,22,0,0
buffalo,2016,february,14,0,0
buffalo,2016,march,17,0,0
buffalo,2016,april,29,0,2
buffalo,2016,may,21,0,0
buffalo,2016,june,15,0,0
buffalo,2016,july,37,0,0
buffalo,2016,august,27,0,0
buffalo,2016,september,18,0,0
buffalo,2016,yearly total,226,NA,5
coastal border,2016,october,366,2,14
coastal border,2016,november,322,10,4
coastal border,2016,december,449,6,15
coastal border,2016,january,275,3,5
coastal border,2016,february,302,0,9
coastal border,2016,march,423,4,12
coastal border,2016,april,468,3,18
coastal border,2016,may,401,2,0
coastal border,2016,june,360,5,8
coastal border,2016,july,448,4,14
coastal border,2016,august,389,3,7
coastal border,2016,september,460,6,10
coastal border,2016,yearly total,4663,48,116
del rio,2016,october,1873,237,283
del rio,2016,november,1798,255,314
del rio,2016,december,2185,327,539
del rio,2016,january,1531,153,174
del rio,2016,february,1780,192,188
del rio,2016,march,2022,187,193
del rio,2016,april,2224,214,240
del rio,2016,may,2588,276,397
del rio,2016,june,1918,189,226
del rio,2016,july,1833,247,353
del rio,2016,august,1445,165,293
del rio,2016,september,1881,247,349
del rio,2016,yearly total,23078,2689,3549
detroit,2016,october,55,0,2
detroit,2016,november,38,0,0
detroit,2016,december,58,2,0
detroit,2016,january,35,0,0
detroit,2016,february,54,0,0
detroit,2016,march,61,0,0
detroit,2016,april,51,0,0
detroit,2016,may,78,0,0
detroit,2016,june,67,0,0
detroit,2016,july,64,0,1
detroit,2016,august,89,1,0
detroit,2016,september,66,0,0
detroit,2016,yearly total,716,3,3
el centro,2016,october,1214,76,89
el centro,2016,november,1239,99,110
el centro,2016,december,1253,97,164
el centro,2016,january,1061,58,42
el centro,2016,february,1342,76,47
el centro,2016,march,1775,90,76
el centro,2016,april,2097,142,120
el centro,2016,may,2000,121,155
el centro,2016,june,1719,97,104
el centro,2016,july,1669,146,180
el centro,2016,august,2047,192,211
el centro,2016,september,2032,185,295
el centro,2016,yearly total,19448,1379,1593
el paso,2016,october,1639,239,266
el paso,2016,november,1679,329,424
el paso,2016,december,2187,457,751
el paso,2016,january,1148,155,104
el paso,2016,february,1399,206,152
el paso,2016,march,2158,274,226
el paso,2016,april,2408,300,349
el paso,2016,may,2481,290,433
el paso,2016,june,2369,331,473
el paso,2016,july,2503,374,616
el paso,2016,august,2708,431,866
el paso,2016,september,2955,499,1004
el paso,2016,yearly total,25634,3885,5664
grand forks,2016,october,40,0,0
grand forks,2016,november,40,1,0
grand forks,2016,december,25,0,0
grand forks,2016,january,48,0,0
grand forks,2016,february,26,0,0
grand forks,2016,march,49,0,3
grand forks,2016,april,35,1,0
grand forks,2016,may,34,1,0
grand forks,2016,june,34,0,0
grand forks,2016,july,66,0,0
grand forks,2016,august,62,1,0
grand forks,2016,september,46,1,0
grand forks,2016,yearly total,505,5,3
havre,2016,october,4,0,0
havre,2016,november,5,0,0
havre,2016,december,1,0,0
havre,2016,january,4,0,0
havre,2016,february,1,0,0
havre,2016,march,2,0,0
havre,2016,april,9,0,0
havre,2016,may,4,0,0
havre,2016,june,2,0,0
havre,2016,july,2,2,0
havre,2016,august,7,0,0
havre,2016,september,2,0,0
havre,2016,yearly total,43,2,0
houlton,2016,october,6,0,0
houlton,2016,november,0,0,0
houlton,2016,december,1,0,0
houlton,2016,january,1,0,0
houlton,2016,february,2,0,0
houlton,2016,march,2,0,0
houlton,2016,april,2,0,0
houlton,2016,may,7,0,0
houlton,2016,june,1,0,0
houlton,2016,july,2,0,0
houlton,2016,august,1,0,0
houlton,2016,september,0,0,0
houlton,2016,yearly total,25,0,0
laredo,2016,october,3146,242,151
laredo,2016,november,3249,278,160
laredo,2016,december,2995,284,190
laredo,2016,january,2454,191,130
laredo,2016,february,2895,219,102
laredo,2016,march,3196,250,155
laredo,2016,april,3654,263,151
laredo,2016,may,3403,298,119
laredo,2016,june,2906,203,103
laredo,2016,july,2647,195,119
laredo,2016,august,2888,266,135
laredo,2016,september,3129,264,125
laredo,2016,yearly total,36562,2953,1640
livermore,2016,october,NA,NA,NA
livermore,2016,november,NA,NA,NA
livermore,2016,december,NA,NA,NA
livermore,2016,january,NA,NA,NA
livermore,2016,february,NA,NA,NA
livermore,2016,march,NA,NA,NA
livermore,2016,april,NA,NA,NA
livermore,2016,may,NA,NA,NA
livermore,2016,june,NA,NA,NA
livermore,2016,july,NA,NA,NA
livermore,2016,august,NA,NA,NA
livermore,2016,september,NA,NA,NA
livermore,2016,yearly total,NA,NA,NA
miami,2016,october,271,1,8
miami,2016,november,206,5,2
miami,2016,december,337,3,12
miami,2016,january,207,3,5
miami,2016,february,181,0,3
miami,2016,march,310,2,8
miami,2016,april,331,0,14
miami,2016,may,266,1,0
miami,2016,june,232,2,3
miami,2016,july,286,0,10
miami,2016,august,274,1,3
miami,2016,september,304,2,10
miami,2016,yearly total,3205,20,78
nationwide total,2016,october,33266,4945,6047
nationwide total,2016,november,33304,5615,6475
nationwide total,2016,december,37602,6767,8991
nationwide total,2016,january,24170,3092,3150
nationwide total,2016,february,26512,3092,3063
nationwide total,2016,march,33940,4213,4469
nationwide total,2016,april,38738,5166,5643
nationwide total,2016,may,40972,5597,6787
nationwide total,2016,june,35000,4755,6643
nationwide total,2016,july,34424,5032,7592
nationwide total,2016,august,37703,5775,9367
nationwide total,2016,september,40185,5708,9630
nationwide total,2016,yearly total,415816,59757,77857
new orleans,2016,october,74,1,6
new orleans,2016,november,59,3,0
new orleans,2016,december,48,3,0
new orleans,2016,january,40,0,0
new orleans,2016,february,53,0,6
new orleans,2016,march,50,2,2
new orleans,2016,april,76,3,1
new orleans,2016,may,57,1,0
new orleans,2016,june,56,2,2
new orleans,2016,july,96,4,0
new orleans,2016,august,72,2,3
new orleans,2016,september,83,4,0
new orleans,2016,yearly total,764,25,20
northern border,2016,october,176,0,8
northern border,2016,november,144,1,0
northern border,2016,december,139,4,3
northern border,2016,january,137,0,2
northern border,2016,february,138,0,4
northern border,2016,march,201,0,6
northern border,2016,april,181,1,5
northern border,2016,may,234,1,4
northern border,2016,june,190,0,8
northern border,2016,july,253,2,9
northern border,2016,august,266,5,7
northern border,2016,september,224,3,11
northern border,2016,yearly total,2283,17,67
ramey,2016,october,21,0,0
ramey,2016,november,57,2,2
ramey,2016,december,64,0,3
ramey,2016,january,28,0,0
ramey,2016,february,68,0,0
ramey,2016,march,63,0,2
ramey,2016,april,61,0,3
ramey,2016,may,78,0,0
ramey,2016,june,72,1,3
ramey,2016,july,66,0,4
ramey,2016,august,43,0,1
ramey,2016,september,73,0,0
ramey,2016,yearly total,694,3,18
rio grande valley,2016,october,15036,3011,4172
rio grande valley,2016,november,15297,3442,4356
rio grande valley,2016,december,17736,4074,5809
rio grande valley,2016,january,9398,1733,2020
rio grande valley,2016,february,9660,1659,1890
rio grande valley,2016,march,13325,2479,3051
rio grande valley,2016,april,16688,3288,3851
rio grande valley,2016,may,18291,3527,4568
rio grande valley,2016,june,15972,2971,4568
rio grande valley,2016,july,16519,3216,5038
rio grande valley,2016,august,19155,3768,6341
rio grande valley,2016,september,19753,3546,6342
rio grande valley,2016,yearly total,186830,36714,52006
san diego,2016,october,2081,105,108
san diego,2016,november,2022,97,134
san diego,2016,december,2196,147,233
san diego,2016,january,2525,142,203
san diego,2016,february,2504,110,194
san diego,2016,march,3108,135,187
san diego,2016,april,3329,152,245
san diego,2016,may,3118,144,200
san diego,2016,june,2522,116,243
san diego,2016,july,2555,97,309
san diego,2016,august,2748,147,372
san diego,2016,september,3183,161,435
san diego,2016,yearly total,31891,1553,2863
southwest border,2016,october,32724,4943,6025
southwest border,2016,november,32838,5604,6471
southwest border,2016,december,37014,6757,8973
southwest border,2016,january,23758,3089,3143
southwest border,2016,february,26072,3092,3050
southwest border,2016,march,33316,4209,4451
southwest border,2016,april,38089,5162,5620
southwest border,2016,may,40337,5594,6783
southwest border,2016,june,34450,4750,6627
southwest border,2016,july,33723,5026,7569
southwest border,2016,august,37048,5767,9353
southwest border,2016,september,39501,5699,9609
southwest border,2016,yearly total,408870,59692,77674
spokane,2016,october,4,0,0
spokane,2016,november,16,0,0
spokane,2016,december,9,0,0
spokane,2016,january,4,0,0
spokane,2016,february,6,0,0
spokane,2016,march,11,0,0
spokane,2016,april,18,0,0
spokane,2016,may,56,0,2
spokane,2016,june,20,0,0
spokane,2016,july,19,0,0
spokane,2016,august,20,0,0
spokane,2016,september,23,0,0
spokane,2016,yearly total,206,0,2
swanton,2016,october,25,0,3
swanton,2016,november,13,0,0
swanton,2016,december,25,2,3
swanton,2016,january,10,0,2
swanton,2016,february,14,0,4
swanton,2016,march,26,0,0
swanton,2016,april,18,0,0
swanton,2016,may,14,0,0
swanton,2016,june,34,0,4
swanton,2016,july,35,0,0
swanton,2016,august,30,2,2
swanton,2016,september,47,0,7
swanton,2016,yearly total,291,4,25
tucson,2016,october,5899,618,303
tucson,2016,november,5791,660,376
tucson,2016,december,6263,762,453
tucson,2016,january,4572,438,166
tucson,2016,february,5245,438,104
tucson,2016,march,6142,549,216
tucson,2016,april,5784,495,174
tucson,2016,may,6574,574,257
tucson,2016,june,5427,518,234
tucson,2016,july,4364,416,280
tucson,2016,august,4303,402,333
tucson,2016,september,4527,432,243
tucson,2016,yearly total,64891,6302,3139
yuma,2016,october,1101,230,413
yuma,2016,november,1126,312,474
yuma,2016,december,1509,466,668
yuma,2016,january,681,166,251
yuma,2016,february,789,146,332
yuma,2016,march,974,173,303
yuma,2016,april,1166,218,461
yuma,2016,may,1391,300,578
yuma,2016,june,1325,283,633
yuma,2016,july,1289,294,627
yuma,2016,august,1428,369,705
yuma,2016,september,1391,309,724
yuma,2016,yearly total,14170,3266,6169
big bend,2015,october,302,13,30
big bend,2015,november,232,24,15
big bend,2015,december,336,21,31
big bend,2015,january,233,25,14
big bend,2015,february,330,59,25
big bend,2015,march,453,52,21
big bend,2015,april,438,50,40
big bend,2015,may,567,100,60
big bend,2015,june,373,66,49
big bend,2015,july,428,110,103
big bend,2015,august,600,136,192
big bend,2015,september,739,183,227
big bend,2015,yearly total,5031,839,807
blaine,2015,october,37,0,4
blaine,2015,november,47,0,10
blaine,2015,december,29,1,1
blaine,2015,january,25,0,6
blaine,2015,february,20,0,2
blaine,2015,march,16,0,0
blaine,2015,april,14,0,0
blaine,2015,may,19,0,5
blaine,2015,june,17,1,6
blaine,2015,july,23,0,0
blaine,2015,august,23,0,3
blaine,2015,september,12,0,0
blaine,2015,yearly total,282,2,37
buffalo,2015,october,28,1,0
buffalo,2015,november,34,0,0
buffalo,2015,december,35,0,0
buffalo,2015,january,21,0,1
buffalo,2015,february,19,0,0
buffalo,2015,march,20,0,1
buffalo,2015,april,15,0,0
buffalo,2015,may,16,0,0
buffalo,2015,june,18,1,1
buffalo,2015,july,40,0,0
buffalo,2015,august,27,0,0
buffalo,2015,september,18,0,0
buffalo,2015,yearly total,291,2,3
coastal border,2015,october,260,2,9
coastal border,2015,november,224,5,7
coastal border,2015,december,275,3,25
coastal border,2015,january,271,5,2
coastal border,2015,february,169,4,3
coastal border,2015,march,211,3,1
coastal border,2015,april,184,5,8
coastal border,2015,may,210,4,5
coastal border,2015,june,313,4,13
coastal border,2015,july,314,11,10
coastal border,2015,august,387,0,33
coastal border,2015,september,340,5,15
coastal border,2015,yearly total,3158,51,131
del rio,2015,october,1246,120,79
del rio,2015,november,985,94,83
del rio,2015,december,1051,101,118
del rio,2015,january,985,99,95
del rio,2015,february,1291,129,72
del rio,2015,march,1718,163,182
del rio,2015,april,2100,248,174
del rio,2015,may,2083,254,269
del rio,2015,june,1928,270,227
del rio,2015,july,1752,236,233
del rio,2015,august,1918,309,322
del rio,2015,september,1956,262,287
del rio,2015,yearly total,19013,2285,2141
detroit,2015,october,75,0,0
detroit,2015,november,68,1,0
detroit,2015,december,109,0,3
detroit,2015,january,42,0,0
detroit,2015,february,35,0,0
detroit,2015,march,30,0,0
detroit,2015,april,44,0,0
detroit,2015,may,36,1,0
detroit,2015,june,72,1,0
detroit,2015,july,32,0,0
detroit,2015,august,54,1,1
detroit,2015,september,40,0,0
detroit,2015,yearly total,637,4,4
el centro,2015,october,894,35,16
el centro,2015,november,842,27,47
el centro,2015,december,980,35,83
el centro,2015,january,902,50,22
el centro,2015,february,991,47,31
el centro,2015,march,1355,77,53
el centro,2015,april,1244,48,76
el centro,2015,may,1295,72,38
el centro,2015,june,1063,53,59
el centro,2015,july,1072,62,76
